,id,title,publication_date,doi,cited,authors,locations,location_count
10,https://openalex.org/W4318713068,A Bipolar Fuzzy P-Competition Graph Based Aras Technique for Prioritizing Covid-19 Vaccines,2023-01-01,https://doi.org/10.2139/ssrn.4327160,2,"N Deva, A. Felix",submittedVersion - https://doi.org/10.2139/ssrn.4327160,1
11,https://openalex.org/W4321475380,The Opportunities of Industry 4.0 in the Post-COVID-19 Era,2023-02-22,https://doi.org/10.5281/zenodo.7663341,2,"Gladys Bonilla-Enríquez, Santiago‐Omar Caballero‐Morales",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7663341,1
12,https://openalex.org/W4321612270,Simultaneous Sensitive Spectroscopic Determination of Anti COVID-19 Agents in Raw Materials and Pharmaceuticals: In-Depth Green Assessment,2023-01-01,https://doi.org/10.2139/ssrn.4354173,2,"Deena A. M. Noureldeen, John M. Boushra, Adel Abdel‐Moneim, Ahmed Faried Abdel Hakiem, Tamer Z. Attia",submittedVersion - https://doi.org/10.2139/ssrn.4354173,1
13,https://openalex.org/W4321845024,The Impact of Covid-19 on the Volatility Connectedness of the Chinese Tourism Sector,2023-01-01,https://doi.org/10.2139/ssrn.4359930,2,"Yang Hu, Chunlin Lang, Shaen Corbet, Junchuan Wang",submittedVersion - https://doi.org/10.2139/ssrn.4359930,1
14,https://openalex.org/W4323781801,Application of Wastewater-Based Surveillance and Copula Time-Series Model for COVID-19 Forecasts,2023-01-01,https://doi.org/10.2139/ssrn.4377287,2,"Anna Jeng, Hueiwang Anna Jeng, Rekha Singh, Norou Diawara, Kyle Curtis, Raúl González, Nancy Welch, C. Loring Jackson, David Jurgens, Sasanka Adikari",submittedVersion - https://doi.org/10.2139/ssrn.4377287,1
15,https://openalex.org/W4327633966,Online Education in Bangladesh during Covid-19: An Empirical Study,2023-03-17,https://doi.org/10.5281/zenodo.7744549,2,Md. Tofael Ahmed,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7744549,1
16,https://openalex.org/W4365989689,On Novel Hellinger Divergence Measure of Neutrosophic  Hypersoft Sets in Symptomatic Detection of COVID-19,2023-04-16,https://doi.org/10.5281/zenodo.7832749,2,"Himanshu Dhumras, Rakesh Kumar Bajaj",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7832749,1
17,https://openalex.org/W4367191101,Safety Measures Implemented at Site during COVID-19: A Case from Nepal,2023-04-26,https://doi.org/10.5281/zenodo.7866811,2,"A. K. Mishra, Anubhav Pokharel, P. S. Aithal",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7866811,1
18,https://openalex.org/W4368894518,Supplementary Information - Human Judgement forecasting of COVID-19 in the UK,2023-05-04,https://doi.org/10.5281/zenodo.7897513,2,"Nikos I Bosse, Sam Abbott, Johannes Bracher, Edwin van Leeuwen, Anne Cori, Sebastian Funk",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7897513,1
19,https://openalex.org/W4376876752,The Impact Of The Covid-19 Pandemic On Adolescent Mental Health,2023-04-30,https://doi.org/10.5281/zenodo.7943633,2,Shashi Kant Verma,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7943633,1
20,https://openalex.org/W4381107002,COVID-19 DURING PREGNANCY,2023-06-18,https://doi.org/10.5281/zenodo.8052294,2,"Salokhiddinova M.M, Zufarova Sh.A.",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8052294,1
21,https://openalex.org/W4381708432,Mental health and coping strategies used by nurses during the COVID-19 pandemic: Scoping review,2023-06-19,https://doi.org/10.5281/zenodo.8047187,2,"Nicola De Maria, Delfina Teixeira, Pires Brigite, Mosca Sandrina, Teixeira Ana Luísa, Clemente Fernando, Sevivas Florbela",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8047187,1
22,https://openalex.org/W4384023759,Prompt Engineering in Medical Education,2023-07-12,https://doi.org/10.20944/preprints202307.0813.v1,2,"Thomas F Heston, Charya Khun","submittedVersion - https://doi.org/10.20944/preprints202307.0813.v1, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8217656",2
23,https://openalex.org/W4386273420,"Access to health services and its influence on adherence to treatment of arterial hypertension during the COVID-19 pan-demic in a Hospital in Callao, Peru: A Cross-Sectional Study",2023-08-30,https://doi.org/10.5281/zenodo.8299902,2,"Oriana Rivera‐Lozada, Isabel Cristina Rivera-Lozada, César Bonilla",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8299902,1
24,https://openalex.org/W4386817290,Increased Age-adjusted Cancer Mortality after the 3rd mRNA-Lipid Nanoparticle Vaccine Dose during the COVID-19 Pandemic in Japan,2023-09-18,https://doi.org/10.5281/zenodo.8352450,2,"Miki Gibo, Seiji Kojima, Akinori Fujisawa, Takayuki Kikuchi, Masanori Fukushima",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8352450,1
25,https://openalex.org/W4390657397,Stressors of Undergraduate Radiography Students during the COVID-19 Pandemic: Basis for Action Plan,2023-06-15,,2,"Jessa Generalao, Suhanisa Maruhom, Adam El-Hayek, Izzy Calunod, Joseph Dave Mendoza Pregoner, Mark Alipio",submittedVersion - https://hal.science/hal-04240120,1
26,https://openalex.org/W4316339159,Experiences of Student Journalists During the Covid-19 Pandemic,2023-01-03,https://doi.org/10.5281/zenodo.7538081,1,"Rodel C. Pacit, Dr John Erwin P. Pedroso",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7538081,1
27,https://openalex.org/W4318485695,Identifiability of Nonlinear Ode Models with Time-Varying Parameters: The General Analytical Solution and Applications in Viral Dynamics,2023-01-01,https://doi.org/10.2139/ssrn.4340774,1,Agostino Martinelli,"submittedVersion - https://doi.org/10.2139/ssrn.4340774, submittedVersion: Cornell University - http://arxiv.org/abs/2211.13507",2
28,https://openalex.org/W4319054405,Clinical Stress Levels of Nursing Students Experienced During Clinical Practice in the COVID-19 Period: A Sectional Study,2023-01-31,https://doi.org/10.5281/zenodo.7600970,1,"Sümeyra Mihrap İlter, Özlem Ovayolu",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7600970,1
29,https://openalex.org/W4319331701,"Pandemia da Covid-19 e educação escolar: uma perspectiva de professores, famílias e crianças",2023-02-06,https://doi.org/10.5281/zenodo.7613115,1,"Larissa Ribeiro Assis, Ana Flávia Soares Conceição",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7613115,1
30,https://openalex.org/W4319338249,Reduced Order Modeling of Transport of Infectious Aerosols in Ventilated Rooms,2023-01-01,https://doi.org/10.2139/ssrn.4334331,1,"Linyan Xiang, Cheol W. Lee, Oleg Zikanov, Mohamed Abuhegazy, Svetlana Poroseva",submittedVersion - https://doi.org/10.2139/ssrn.4334331,1
31,https://openalex.org/W4319777990,Evaluation of Multiplex Rapid Antigen Test for the Detection of SARS-CoV-2 and Influenza A/B in Respiratory Samples,2023-01-01,https://doi.org/10.2139/ssrn.4351273,1,"Takho Kang, Jae Min Hyun, Ju-Yeon Kim, Keun Ju Kim, Minjeong Nam, Myung‐Hyun Nam, Dae Won Kim, Yunjung Cho, Chang Kyu Lee, Seung Gyu Yun",submittedVersion - https://doi.org/10.2139/ssrn.4351273,1
32,https://openalex.org/W4320719115,"First Report on the Toxicity of SARS-CoV-2, Alone and in Combination with Polyethylene Microplastics in Neotropical Fish",2023-01-01,https://doi.org/10.2139/ssrn.4354961,1,"Raíssa de Oliveira Ferreira, Abraão Tiago Batista Guimarães, Thiarlen Marinho da Luz, Aline Sueli de Lima Rodrigues, Abu Reza Md. Towfiqul Islam, Md. Mostafizur Rahman, Chinnasamy Ragavendran, Chinnaperumal Kamaraj, Ives Charlie‐Silva, Edison Luíz Durigon, Helyson Lucas Bezerra Braz, Andrés H. Arias, Omar Cruz-Santiago, ‪Damià Barceló, Guilherme Malafaia","submittedVersion - https://doi.org/10.2139/ssrn.4354961, submittedVersion: Consejo Superior de Investigaciones Científicas - https://hdl.handle.net/10261/307858",2
33,https://openalex.org/W4321782833,Asymmetric Dynamic Correlations and Portfolio Management between Bitcoin and Stablecoins,2023-01-01,https://doi.org/10.2139/ssrn.4360094,1,"Kuo‐Shing Chen, J. Jimmy Yang",submittedVersion - https://doi.org/10.2139/ssrn.4360094,1
34,https://openalex.org/W4321796044,Dynamic Interlinkages between Carbon Risk and Volatility of Green and Renewable Energy: A Wavelet Analysis,2023-01-01,https://doi.org/10.2139/ssrn.4359925,1,"Ha Le, Ahmed Bouteska, Taimur Sharif, Mohammad Zoynul Abedin",submittedVersion - https://doi.org/10.2139/ssrn.4359925,1
35,https://openalex.org/W4321855136,Policy Framework for Cyber Security Concernsand Performance of Small and Medium Enterprises for Global Economic Recovery amidst Covid-19,2023-02-24,https://doi.org/10.5281/zenodo.7672409,1,"Evans Mwasiaji, John Kandiri, Prof. David Minja",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7672409,1
36,https://openalex.org/W4322420816,Strategi Pemberdayaan Masyarakat Melalui Program Motivator Ketahanan Keluarga (Motekar)  Dalam Masa Pandemi  Covid-19  Di Kabupaten Karawang,2023-02-27,https://doi.org/10.5281/zenodo.7681586,1,Gili Argenti Poetry Ardeavany Rahma,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7681586,1
37,https://openalex.org/W4322727297,The Dynamics of Community Resilience between Two Waves of COVID-19 Infections in 2020 and 2022: A Longitudinal Study from Shanghai,2023-01-01,https://doi.org/10.2139/ssrn.4366466,1,"Zhang Fenxia, Wei Zhang",submittedVersion - https://doi.org/10.2139/ssrn.4366466,1
38,https://openalex.org/W4323059006,Political Quarrel Overshadows Vaccination Advocacy: How the Vaccine Debate on Brazilian Twitter Was Framed by Anti-Vaxxers During Bolsonaro Government,2023-01-01,https://doi.org/10.2139/ssrn.4370287,1,"Marina Verjovsky, Mariana Porto Barreto, Isabella Carmo, Bruno Coutinho, Lilian Thomer, Sérgio Lifschitz, Cláudia Jurberg",submittedVersion - https://doi.org/10.2139/ssrn.4370287,1
39,https://openalex.org/W4323111961,COVID-19 and women in the tourism & hospitality workforce: a thematic analysis,2023-03-04,https://doi.org/10.5281/zenodo.7698793,1,"Nimi Markose, Bindu Vazhakkatte Thazhathethil, Leann Brown, Babu George",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7698793,1
40,https://openalex.org/W4324117509,"Synthesis, Structural Characterization, Antitumor and Docking Studies of Schiff Base Cu(Ii) Complexes",2023-01-01,https://doi.org/10.2139/ssrn.4377252,1,"A.A. El-Bindary, Ghada N. Rezk, Mohamed A. El‐Bindary",submittedVersion - https://doi.org/10.2139/ssrn.4377252,1
41,https://openalex.org/W4324125353,Real-World Effectiveness of Portable Air Cleaners in Reducing Home Particulate Matter Concentrations,2023-01-01,https://doi.org/10.2139/ssrn.4377290,1,"Frederic T. Lu, Robert Laumbach, Alicia Legard, Nirmala T. Myers, Kathleen Black, Pamela Ohman‐Strickland, Shahnaz Alimokhtari, Adriana De Resende, L. Calderon, Gediminas Mainelis, Howard M. Kipen",submittedVersion - https://doi.org/10.2139/ssrn.4377290,1
42,https://openalex.org/W4327519976,Single Ad26.COV2.S Booster Dose Following Two Doses of BBIBP-CorV Vaccine Against SARS-CoV-2 Infection in Adults: Day 28 Results of a Phase 1/2 Open-Label Trial,2023-01-01,https://doi.org/10.2139/ssrn.4387512,1,"Sant Muangnoicharoen, Rakpong Wiangcharoen, Sira Nanthapisal, Supitcha Kamolratanakul, Saranath Lawpoolsri Niyom, Anan Jongkaewwattana, Arunee Thitithanyanont, Viravarn Luvira, Pailinrut Chinwangso, Narumon Thanthamnu, Narisara Chantratita, Jacqueline Kyungah Lim, T. Anh Wartel, Jean‐Louis Excler, Martin Ryser, Chloe Leong, Tippi K Mak, Punnee Pitisutthithum",submittedVersion - https://doi.org/10.2139/ssrn.4387512,1
43,https://openalex.org/W4327812783,The Vulnerability of Islamic Boarding School-Based Education Facing the Impact of the Covid-19 Pandemic in a Crisis Management Perspective,2023-03-18,https://doi.org/10.5281/zenodo.7748673,1,Ahmad Zain Sarnoto,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7748673,1
44,https://openalex.org/W4327812791,Senior High School Students' Assessment of Academic Support on Modular Distance Learning During COVID-19,2023-03-18,https://doi.org/10.5281/zenodo.7748588,1,"Keziah C. Cañete, Joel D. Potane",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7748588,1
45,https://openalex.org/W4327890797,Village fund policy in the time of covid-19 in facing economic impacts and non-millitarian threats,2023-03-20,https://doi.org/10.5281/zenodo.7751003,1,"Predi Muliansyah, Guntur Eko Saputro, Hikmat Zakky Almubaroq",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7751003,1
46,https://openalex.org/W4361195109,Konsep Pariwisata Hijau Bagi Pemulihan Model Pariwisata Indonesia Pasca Pandemi Covid-19,2023-03-29,https://doi.org/10.5281/zenodo.7781396,1,Melaty Anggraini Ika Sri Hastuti,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7781396,1
47,https://openalex.org/W4363681859,COVID-19 Pandemic Challenges for Families of Children and Youth Impacted by Fetal Alcohol Spectrum Disorder,2023-04-08,https://doi.org/10.5281/zenodo.7810962,1,"Maude Champagne, Rachel A. Willis, James N. Reynolds",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7810962,1
48,https://openalex.org/W4365989694,A Comparative Study of Fuzzy Cognitive Maps and Neutrosophic Cognitive Maps on Covid Variants,2023-04-16,https://doi.org/10.5281/zenodo.7832763,1,"Regan Murugesan, Yamini Parthiban, R. Narmada Devi",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7832763,1
49,https://openalex.org/W4376124447,Effects of music therapy on the autonomic nervous system in patients with COVID-19: a clinical crossover trial,2023-05-11,https://doi.org/10.5281/zenodo.7926122,1,"Luis Gabriel Piñeros, Juan D. Botero Machado, Carlos Cárdenas Bustamante, Claudia Sofia Paredes, Daniel Botero Rosas, Eduardo Tuta-Quintero",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7926122,1
50,https://openalex.org/W4383706358,Kajian Hukum Kepailitan Terhadap Koperasi Yang Mengalami Pailit Di Masa Pandemi Covid-19,2023-07-10,https://doi.org/10.5281/zenodo.8130861,1,Dewa Gede Edi Praditha I Dewa Gede Mas Ananda Yudistira,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8130861,1
51,https://openalex.org/W4384455576,FEATURES OF THE COURSE OF ARTERIAL HYPERTENSION IN PATIENTS WITH COVID-19,2023-07-04,https://doi.org/10.5281/zenodo.8115091,1,"Nurillaeva Nargiza Mukhtarkhanovna, Yarmukhamedova Dilfuza Zairovna",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8115091,1
52,https://openalex.org/W4384620871,Efektivitas Pelaksanaan Program Bantuan Sosial Tunai (Bst) Periode Oktober-Desember 2020 Bagi Masyarakat Terkena Dampak Covid-19 Di Kelurahan Padang Bulan Selayang Ii Kota Medan,2023-07-17,https://doi.org/10.5281/zenodo.8157398,1,"Reinhard Napitupulu, Ritonga F.U",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8157398,1
53,https://openalex.org/W4385155368,The Alpha Power Exponentiated Inverse Exponential Distribution and its Application on Italy's COVID-19 Mortality Rate Data,2023-07-23,https://doi.org/10.5281/zenodo.8175357,1,"Moses Kargbo, Anthony Waititu, Anthony Wanjoya",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8175357,1
54,https://openalex.org/W4385262920,Pengaruh Penggunaan Media Pembelajaran Daring Terhadap Kepuasan Pada Saat Pandemi Covid-19 Guru Siswa Sekolah Dasar,2023-07-26,https://doi.org/10.5281/zenodo.8187045,1,Yuwono Prianto,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8187045,1
55,https://openalex.org/W4385375397,An Inventory Control Model in the Framework of COVID-19  Disruptions Considering Overage Items with Neutrosophic  Fuzzy Uncertainty,2023-07-29,https://doi.org/10.5281/zenodo.8194739,1,"Suchitra Pattnaik, Mitali Madhusmita Nayak, Pavan Kumar",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8194739,1
56,https://openalex.org/W4385964104,Perubahan Perilaku Wisatawan Domestik Pada Destinasi The Lodge Maribaya Sebelum Dan Sesudah Pandemi Covid-19,2023-08-04,https://doi.org/10.5281/zenodo.8214134,1,"Muhammad Akmal Muarif, Isah Ratnasari",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8214134,1
57,https://openalex.org/W4385967410,Cyber Crime during COVID-19,2023-07-31,https://doi.org/10.5281/zenodo.8262460,1,Chandraprabha M. Patgar,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8262460,1
58,https://openalex.org/W4386207227,Peningkatan Keikutsertaan Ibu Hamil Dalam Vaksinasi Covid-19 Dengan Dukungan Keluarga,2023-07-07,https://doi.org/10.5281/zenodo.8288494,1,Grace Erlyn Damayanti S Desika Wali Pardede,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8288494,1
59,https://openalex.org/W4386581652,Modeling Teachers' Use of Information Technologies during the Covid-19 Pandemic by the Technology Acceptance Model,2023-06-30,https://doi.org/10.5281/zenodo.8332508,1,"Deniz SİNAN, Ahmet Levent Yener",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8332508,1
60,https://openalex.org/W4386661375,A COVID-19 European data set to support training in pandemic management,2023-09-12,https://doi.org/10.5281/zenodo.8339303,1,"Huan Chen, Jean Luc Gala, Maxime Bonjean, Jérôme Ambroise, Omnia Zayed, Paul Buitelaar, Máire A Connoly, Jessica S Hayes, Étienne de Sevin, Alexis Sentís, Orchard Francisco",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8339303,1
61,https://openalex.org/W4386818894,"The role of gut microbiome and its modification while regulating the defence mechanisms, particularly in severe COVID-19 cases",2023-09-17,https://doi.org/10.5281/zenodo.8354404,1,"Mónika Fekete, Péter Balázs, Andrea Lehoczki, Judit Forrai, Norbert Dósa, Vince Fazekas‐Pongor, Ágnes Fehér, B Madarász, János Varga",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8354404,1
62,https://openalex.org/W4387354810,Analisis Perbandingan Kinerja Keuangan Sebelum Dan Selama Pandemi Covid-19 Pada Perusahaan Makanan Dan Minuman Yang Terdaftar Di Bursa Efek Indonesia,2023-10-05,https://doi.org/10.5281/zenodo.8409227,1,"E N A Pramesty, Rina Dwiarti",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8409227,1
63,https://openalex.org/W4390657387,Transition to Limited Face-to-Face Classes during the COVID-19 Pandemic: Challenges Met and Lessons Learned towards Implementing Continuous Quality Improvement,2023-06-15,,1,"Mark Alipio, Ricardo A. Torres",submittedVersion - https://hal.science/hal-04240116,1
64,https://openalex.org/W4400021905,Partisanship and the Pandemic: How and Why Americans Followed Party Cues on COVID-19,2023-01-01,https://doi.org/10.17615/nqja-vd23,1,"Isaac D. Mehlhaff, Ayelén Vanegas, Marc J. Hetherington, Matías C. Tarillo",submittedVersion: University of North Carolina at Chapel Hill - https://doi.org/10.17615/nqja-vd23,1
65,https://openalex.org/W4400026126,Recommending COVID-19 vaccination for adolescents in primary care,2023-01-01,https://doi.org/10.17615/vexh-4a55,1,"Patricia A. Thompson, Lisa C. McCormick, Qian Huang, Gilkey M.B, Dailey S.A, Brewer N.T",submittedVersion: University of North Carolina at Chapel Hill - https://doi.org/10.17615/vexh-4a55,1
66,https://openalex.org/W4309851914,Journalistic Role Performance in Times of COVID,2023-11-22,https://doi.org/10.32920/24612849.v1,1,"Nicolas Hubé, Claudia Mellado, Akiba A. Cohen, Nicolas Hubé, Akiba A. Cohen, Gabriella Szabó, Yasser Abuali, Carlos Arcila Calderón, Maha Abdulmajeed, Nicole Blanchett, Katherine Chen, Sergey Davydov, Mariana De Maio, Miguel Garcés-Prettel, Marju Himma-Kadakas, María Luisa Humanes, Christi I-Hsuan Lin, Sophie Lecheler, Misook Lee, Mireya Márquez-Ramírez, Jamie Matthews, Karen McIntyre, Jad Melki, Peter Maurer, Marco Mazzoni, Jacques Mick, Terje Skjerdal, Dasniel Olivera Pérez, Marcela Pizzaro, Fergal Quinn, Terje Skjerdal, Agnieszka Stępińska, Sarah Van Leuven, Diana Viveros, Vinzenz Wyss, Natalia Ybáñez","submittedVersion - https://doi.org/10.32920/24612849.v1, submittedVersion: Centre National de la Recherche Scientifique - https://hal.univ-lorraine.fr/hal-03866458",2
67,https://openalex.org/W4313377433,"Disautonomía cardiovascular en pacientes post covid-19, consulta de IPSTAUCLA, Barquisimeto, estado Lara",2023-01-01,https://doi.org/10.5281/zenodo.7465784,1,"Maria Elvira Alvarez Mendoza, Xiomara Morón, Michael W. Parra, Marlyn Pineda, Migleidys Polo, Rúben Ramos, Maria I. Rodriguez, Marlianis Sánchez, Alexander Zigankoff, María Najul",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7465784,1
68,https://openalex.org/W4318716032,The Impact of Air Pollution Levels on Chinese Green Bond Market during COVID-19: A Green Preference Perspective,2023-01-01,https://doi.org/10.2139/ssrn.4329551,1,"Xubiao He, Zixian Xu, Jiaojiao Shi",submittedVersion - https://doi.org/10.2139/ssrn.4329551,1
69,https://openalex.org/W4319300448,Examining Dynamic Connectedness between Green Bonds and Traditional Assets Volatility During Black-Swan Events: A New TVP-VAR Frequency Connectedness Approach,2023-01-01,https://doi.org/10.2139/ssrn.4348060,1,"Danyang Xu, Yang Hu, Shaen Corbet, Yang Hou, Les Oxley",submittedVersion - https://doi.org/10.2139/ssrn.4348060,1
70,https://openalex.org/W4319864751,A Novel High Sensitivity Optical Fiber Lspr Sars-Cov-2 Sensor Based on Triangular Gold Nanosheets,2023-01-01,https://doi.org/10.2139/ssrn.4327579,1,"Bing Xu, Xiaoying Xiang, Yan Li, Zhihui Luo, Decheng Wang",submittedVersion - https://doi.org/10.2139/ssrn.4327579,1
71,https://openalex.org/W4319932962,Applying Open Data to Tackle the Pandemic (Covid-19): Leveling the Barriers using Interpretive Structural Modeling (ISM),2023-01-01,https://doi.org/10.2139/ssrn.4329678,1,"Samira Ebrahimi, Ali Sibevei, Moein Khazaei, Mostafa Hajiaghaei–Keshteli, Adel Azar",submittedVersion - https://doi.org/10.2139/ssrn.4329678,1
72,https://openalex.org/W4319981951,Pandemic Bonds and Stochastic Logistic Growth Model,2023-01-01,https://doi.org/10.2139/ssrn.4351880,1,"Vajira Manathunga, Linmiao Deng",submittedVersion - https://doi.org/10.2139/ssrn.4351880,1
73,https://openalex.org/W4320014419,Discovery and Characterization of the Covalent SARS-CoV-2 3clpro Inhibitors from Ginkgo Biloba Extract Via Integrating Chemoproteomic and Biochemical Approaches,2023-01-01,https://doi.org/10.2139/ssrn.4332105,1,"Guang‐Bo Ge, Yani Zhang, Guanghao Zhu, Wei Liu, Yuan Xiong, Qing Hu, Xiaoyu Zhuang, Guihua Jia, Weidong Zhang",submittedVersion - https://doi.org/10.2139/ssrn.4332105,1
74,https://openalex.org/W4320717695,Using Virtual Reality to Cope with Social Isolation During the Pandemic,2023-01-01,https://doi.org/10.2139/ssrn.4355260,1,"Tetyana Kucher Dhimolea, Regina Kaplan‐Rakowski, Richard E. Ferdig",submittedVersion - https://doi.org/10.2139/ssrn.4355260,1
75,https://openalex.org/W4320918065,Time-Variant Safe Haven Currencies,2023-01-01,https://doi.org/10.2139/ssrn.4355470,1,"Ayano Sato, Hayato Nakata, Jay Percy",submittedVersion - https://doi.org/10.2139/ssrn.4355470,1
76,https://openalex.org/W4320925723,Prediction of Atmospheric Pollutants in Urban Environment Based on Coupled Deep Learning Model and Sensitivity Analysis,2023-01-01,https://doi.org/10.2139/ssrn.4356422,1,"Siyuan Wang, Ying Ren, Kai Liu, Bisheng Xia, Huiming Li",submittedVersion - https://doi.org/10.2139/ssrn.4356422,1
77,https://openalex.org/W4321440245,X-Ray Image Classification of Covid-19 Using Transfer Learning with Vgg16 and Vgg19,2023-01-01,https://doi.org/10.2139/ssrn.4359652,1,"Sunil Kumar, Harish Kumar",submittedVersion - https://doi.org/10.2139/ssrn.4359652,1
78,https://openalex.org/W4322577082,Genetic Susceptibility to Severe COVID-19,2023-01-01,https://doi.org/10.2139/ssrn.4354160,1,"Rosanna Asselta, Claudio Cappadona, Valeria Rimoldi, Elvezia Maria Paraboschi",submittedVersion - https://doi.org/10.2139/ssrn.4354160,1
