warnlist__name,warnlist__url,warnlist__additional_info,journal__id,journal__issn,journal__display_name,journal__works_count,journal__cited_by_count,journal__country_code,journal__works_api_url,article__id,article__doi,article__title,article__publication_year,article__publication_date,article__cited_by_count,article__is_retracted,article__journal,article__primary_topic,article__primary_field,author__id,author__display_name,author__orcid,institution__id,institution__display_name,institution__ror,institution__country_code,institution__type
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2147910047,https://doi.org/10.1155/2013/279681,A Note on Fractional Order Derivatives and Table of Fractional Derivatives of Some Special Functions,2013,2013-01-01,218,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5082823020,Abdon Atangana,https://orcid.org/0000-0002-1886-3125,https://openalex.org/I26999989,University of the Free State,https://ror.org/009xwd568,ZA,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2147910047,https://doi.org/10.1155/2013/279681,A Note on Fractional Order Derivatives and Table of Fractional Derivatives of Some Special Functions,2013,2013-01-01,218,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5057778609,Aydın Seçer,https://orcid.org/0000-0002-8372-2441,https://openalex.org/I4101805,Yıldız Technical University,https://ror.org/0547yzj13,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2135541428,https://doi.org/10.1155/2012/716936,On Some Recent Developments in Ulam's Type Stability,2012,2012-01-01,190,False,Abstract and Applied Analysis,Stability of Functional Equations in Mathematical Analysis,Mathematics,https://openalex.org/A5025590539,Nicole Brillouët-Belluot,https://orcid.org/0000-0003-1347-200X,https://openalex.org/I100445878,École Centrale de Nantes,https://ror.org/03nh7d505,FR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2135541428,https://doi.org/10.1155/2012/716936,On Some Recent Developments in Ulam's Type Stability,2012,2012-01-01,190,False,Abstract and Applied Analysis,Stability of Functional Equations in Mathematical Analysis,Mathematics,https://openalex.org/A5025590539,Nicole Brillouët-Belluot,https://orcid.org/0000-0003-1347-200X,https://openalex.org/I4210161954,Département d'Informatique,https://ror.org/05y6rqs46,FR,facility
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2135541428,https://doi.org/10.1155/2012/716936,On Some Recent Developments in Ulam's Type Stability,2012,2012-01-01,190,False,Abstract and Applied Analysis,Stability of Functional Equations in Mathematical Analysis,Mathematics,https://openalex.org/A5046764894,Janusz Brzdęk,https://orcid.org/0000-0002-6529-4885,https://openalex.org/I172685059,Uniwersytet Komisji Edukacji Narodowej w Krakowie,https://ror.org/030mz2444,PL,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2135541428,https://doi.org/10.1155/2012/716936,On Some Recent Developments in Ulam's Type Stability,2012,2012-01-01,190,False,Abstract and Applied Analysis,Stability of Functional Equations in Mathematical Analysis,Mathematics,https://openalex.org/A5075702494,Krzysztof Ciepliński,https://orcid.org/0000-0003-3050-7841,https://openalex.org/I172685059,Uniwersytet Komisji Edukacji Narodowej w Krakowie,https://ror.org/030mz2444,PL,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W1997848545,https://doi.org/10.1155/2013/816803,Numerical Modeling of Fractional-Order Biological Systems,2013,2013-01-01,173,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5072006664,Fathalla A. Rihan,https://orcid.org/0000-0003-3855-5944,https://openalex.org/I201726411,United Arab Emirates University,https://ror.org/01km6p862,AE,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W1997848545,https://doi.org/10.1155/2013/816803,Numerical Modeling of Fractional-Order Biological Systems,2013,2013-01-01,173,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5072006664,Fathalla A. Rihan,https://orcid.org/0000-0003-3855-5944,https://openalex.org/I84058292,Helwan University,https://ror.org/00h55v928,EG,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2125401599,https://doi.org/10.1155/2009/494720,Existence of Solutions for Nonlocal Boundary Value Problems of Higher-Order Nonlinear Fractional Differential Equations,2009,2009-01-01,143,False,Abstract and Applied Analysis,Theory and Applications of Fractional Differential Equations,Mathematics,https://openalex.org/A5077672620,Bashir Ahmad,https://orcid.org/0000-0001-5350-2977,https://openalex.org/I185163786,King Abdulaziz University,https://ror.org/02ma4wv74,SA,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2125401599,https://doi.org/10.1155/2009/494720,Existence of Solutions for Nonlocal Boundary Value Problems of Higher-Order Nonlinear Fractional Differential Equations,2009,2009-01-01,143,False,Abstract and Applied Analysis,Theory and Applications of Fractional Differential Equations,Mathematics,https://openalex.org/A5074558033,Juan J. Nieto,https://orcid.org/0000-0001-8202-6578,https://openalex.org/I200284239,Universidade de Santiago de Compostela,https://ror.org/030eybx10,ES,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2061452102,https://doi.org/10.1155/2012/406757,On the Definitions of Nabla Fractional Operators,2012,2012-01-01,141,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5043412155,Thabet Abdeljawad,https://orcid.org/0000-0002-8889-3768,https://openalex.org/I106245021,Çankaya University,https://ror.org/056wqre19,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2061452102,https://doi.org/10.1155/2012/406757,On the Definitions of Nabla Fractional Operators,2012,2012-01-01,141,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5061185771,Ferhan M. Atıcı,https://orcid.org/0000-0002-9862-9901,https://openalex.org/I94339441,Western Kentucky University,https://ror.org/0446vnd56,US,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2138514701,https://doi.org/10.1155/2014/372741,Application of Local Fractional Series Expansion Method to Solve Klein-Gordon Equations on Cantor Sets,2014,2014-01-01,129,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5076068605,Ai Min Yang,,https://openalex.org/I137506752,North China University of Science and Technology,https://ror.org/04z4wmb81,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2138514701,https://doi.org/10.1155/2014/372741,Application of Local Fractional Series Expansion Method to Solve Klein-Gordon Equations on Cantor Sets,2014,2014-01-01,129,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5076068605,Ai Min Yang,,https://openalex.org/I39333907,Yanshan University,https://ror.org/02txfnf15,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2138514701,https://doi.org/10.1155/2014/372741,Application of Local Fractional Series Expansion Method to Solve Klein-Gordon Equations on Cantor Sets,2014,2014-01-01,129,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5100777149,Yuzhu Zhang,https://orcid.org/0000-0001-6285-2880,https://openalex.org/I39333907,Yanshan University,https://ror.org/02txfnf15,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2138514701,https://doi.org/10.1155/2014/372741,Application of Local Fractional Series Expansion Method to Solve Klein-Gordon Equations on Cantor Sets,2014,2014-01-01,129,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5100777149,Yuzhu Zhang,https://orcid.org/0000-0001-6285-2880,https://openalex.org/I137506752,North China University of Science and Technology,https://ror.org/04z4wmb81,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2138514701,https://doi.org/10.1155/2014/372741,Application of Local Fractional Series Expansion Method to Solve Klein-Gordon Equations on Cantor Sets,2014,2014-01-01,129,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5022405104,Carlo Cattani,https://orcid.org/0000-0002-7504-0424,https://openalex.org/I131729948,University of Salerno,https://ror.org/0192m2k53,IT,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2138514701,https://doi.org/10.1155/2014/372741,Application of Local Fractional Series Expansion Method to Solve Klein-Gordon Equations on Cantor Sets,2014,2014-01-01,129,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5073389459,Gong-Nan Xie,,https://openalex.org/I17145004,Northwestern Polytechnical University,https://ror.org/01y0j0j86,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2138514701,https://doi.org/10.1155/2014/372741,Application of Local Fractional Series Expansion Method to Solve Klein-Gordon Equations on Cantor Sets,2014,2014-01-01,129,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5033550883,Mohammad Mehdi Rashidi,https://orcid.org/0000-0002-6309-8688,https://openalex.org/I167694869,Bu-Ali Sina University,https://ror.org/04ka8rx28,IR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2138514701,https://doi.org/10.1155/2014/372741,Application of Local Fractional Series Expansion Method to Solve Klein-Gordon Equations on Cantor Sets,2014,2014-01-01,129,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5084014439,Yi-Jun Zhou,,https://openalex.org/I137506752,North China University of Science and Technology,https://ror.org/04z4wmb81,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2138514701,https://doi.org/10.1155/2014/372741,Application of Local Fractional Series Expansion Method to Solve Klein-Gordon Equations on Cantor Sets,2014,2014-01-01,129,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5100704049,Xiao‐Jun Yang,https://orcid.org/0000-0003-0009-4599,https://openalex.org/I25757504,China University of Mining and Technology,https://ror.org/01xt2dr21,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2082219877,https://doi.org/10.1155/s1085337504309036,Strong convergence of an iterative sequence for maximal monotone operators in a Banach space,2004,2004-01-01,129,False,Abstract and Applied Analysis,Iterative Algorithms for Nonlinear Operators and Optimization,Computer Science,https://openalex.org/A5063236276,Fumiaki Kohsaka,,https://openalex.org/I114531698,Tokyo Institute of Technology,https://ror.org/0112mx960,JP,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2082219877,https://doi.org/10.1155/s1085337504309036,Strong convergence of an iterative sequence for maximal monotone operators in a Banach space,2004,2004-01-01,129,False,Abstract and Applied Analysis,Iterative Algorithms for Nonlinear Operators and Optimization,Computer Science,https://openalex.org/A5023562810,Wataru Takahashi,https://orcid.org/0000-0003-2637-4345,https://openalex.org/I114531698,Tokyo Institute of Technology,https://ror.org/0112mx960,JP,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2087131289,https://doi.org/10.1155/2014/320526,A Survey of Modelling and Identification of Quadrotor Robot,2014,2014-01-01,126,False,Abstract and Applied Analysis,Process Fault Detection and Diagnosis in Industries,Engineering,https://openalex.org/A5101470469,Xiaodong Zhang,https://orcid.org/0000-0001-8912-8999,https://openalex.org/I125904092,Shenyang Aerospace University,https://ror.org/02423gm04,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2087131289,https://doi.org/10.1155/2014/320526,A Survey of Modelling and Identification of Quadrotor Robot,2014,2014-01-01,126,False,Abstract and Applied Analysis,Process Fault Detection and Diagnosis in Industries,Engineering,https://openalex.org/A5036878978,Xiaoli Li,https://orcid.org/0000-0002-8627-6221,https://openalex.org/I92403157,University of Science and Technology Beijing,https://ror.org/02egmk993,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2087131289,https://doi.org/10.1155/2014/320526,A Survey of Modelling and Identification of Quadrotor Robot,2014,2014-01-01,126,False,Abstract and Applied Analysis,Process Fault Detection and Diagnosis in Industries,Engineering,https://openalex.org/A5100381668,Kang Wang,https://orcid.org/0000-0002-8403-7606,https://openalex.org/I92403157,University of Science and Technology Beijing,https://ror.org/02egmk993,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2087131289,https://doi.org/10.1155/2014/320526,A Survey of Modelling and Identification of Quadrotor Robot,2014,2014-01-01,126,False,Abstract and Applied Analysis,Process Fault Detection and Diagnosis in Industries,Engineering,https://openalex.org/A5101755941,Yanjun Lu,https://orcid.org/0000-0001-9755-9609,https://openalex.org/I125904092,Shenyang Aerospace University,https://ror.org/02423gm04,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2144130069,https://doi.org/10.1155/2012/245872,Fixed Point Theorems in Ordered Banach Spaces and Applications to Nonlinear Integral Equations,2012,2012-01-01,126,False,Abstract and Applied Analysis,Fixed Point Theorems in Metric Spaces,Mathematics,https://openalex.org/A5055431798,Ravi P. Agarwal,https://orcid.org/0000-0003-0634-2370,https://openalex.org/I181414168,Texas A&M University – Kingsville,https://ror.org/05abs3w97,US,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2144130069,https://doi.org/10.1155/2012/245872,Fixed Point Theorems in Ordered Banach Spaces and Applications to Nonlinear Integral Equations,2012,2012-01-01,126,False,Abstract and Applied Analysis,Fixed Point Theorems in Metric Spaces,Mathematics,https://openalex.org/A5055431798,Ravi P. Agarwal,https://orcid.org/0000-0003-0634-2370,https://openalex.org/I185163786,King Abdulaziz University,https://ror.org/02ma4wv74,SA,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2144130069,https://doi.org/10.1155/2012/245872,Fixed Point Theorems in Ordered Banach Spaces and Applications to Nonlinear Integral Equations,2012,2012-01-01,126,False,Abstract and Applied Analysis,Fixed Point Theorems in Metric Spaces,Mathematics,https://openalex.org/A5089045945,Nawab Hussain,https://orcid.org/0000-0001-6585-2202,https://openalex.org/I185163786,King Abdulaziz University,https://ror.org/02ma4wv74,SA,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2144130069,https://doi.org/10.1155/2012/245872,Fixed Point Theorems in Ordered Banach Spaces and Applications to Nonlinear Integral Equations,2012,2012-01-01,126,False,Abstract and Applied Analysis,Fixed Point Theorems in Metric Spaces,Mathematics,https://openalex.org/A5088868964,Mohamed-Aziz Taoudi,https://orcid.org/0000-0002-8851-8714,https://openalex.org/I119856527,Cadi Ayyad University,https://ror.org/04xf6nm78,MA,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2042294807,https://doi.org/10.1155/aaa.2005.509,"On<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" alttext=""$\sigma$"" id=""E1""><mml:mi>σ</mml:mi></mml:math>-porous sets in abstract spaces",2005,2005-01-01,125,False,Abstract and Applied Analysis,Theory of Banach Spaces and Operators,Mathematics,https://openalex.org/A5070153293,Luděk Zaj́ıček,https://orcid.org/0000-0003-2765-7443,https://openalex.org/I21250087,Charles University,https://ror.org/024d6js02,CZ,education
