,id,title,publication_date,doi,cited_by_count,,authors,locations,location_count,publication_year
10,https://openalex.org/W4382344745,"COVID-19 and its aftermath, new drivers of infertility?",2023-06-28,https://doi.org/10.7417/ct.2023.2448,2,,"Giuseppe Basile, Valentina Billone, Federica Umani Ronchi",submittedVersion: National Institutes of Health - https://pubmed.ncbi.nlm.nih.gov/37378504,1,2023
11,https://openalex.org/W4309851914,Journalistic Role Performance in Times of COVID,2023-11-22,https://doi.org/10.32920/24612849.v1,2,,"Nicolas Hubé, Hallin Dan, David Nolan, Chen Yi-Ning Katherine, Szabo Gabriella","submittedVersion - https://doi.org/10.32920/24612849.v1, submittedVersion: Centre National de la Recherche Scientifique - https://hal.univ-lorraine.fr/hal-03866458",2,2023
12,https://openalex.org/W4316927004,Impact of Data Pre-Processing on Covid-19 Diagnosis Using Machine Learning Algorithms,2023-01-03,https://doi.org/10.5281/zenodo.7543986,2,,"Dina Salem, Esraa.M.Hashim",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7543986,1,2023
13,https://openalex.org/W4321475380,The Opportunities of Industry 4.0 in the Post-COVID-19 Era,2023-02-22,https://doi.org/10.5281/zenodo.7663341,2,,"Gladys Bonilla-Enríquez, Santiago‐Omar Caballero‐Morales",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7663341,1,2023
14,https://openalex.org/W4324127755,The impact of COVID-19 on the philosophy of doing business in a sustainable environment,2023-02-14,https://doi.org/10.5281/zenodo.7733895,2,,"Ігор Геннадійович Брітченко, Oksana Polinkevych, Viktor Trynchuk, Inna Khovrak",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7733895,1,2023
15,https://openalex.org/W4365989689,On Novel Hellinger Divergence Measure of Neutrosophic  Hypersoft Sets in Symptomatic Detection of COVID-19,2023-04-16,https://doi.org/10.5281/zenodo.7832749,2,,"Himanshu Dhumras, Rakesh Kumar Bajaj",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7832749,1,2023
16,https://openalex.org/W4386273420,"Access to health services and its influence on adherence to treatment of arterial hypertension during the COVID-19 pan-demic in a Hospital in Callao, Peru: A Cross-Sectional Study",2023-08-30,https://doi.org/10.5281/zenodo.8299902,2,,"Oriana Rivera‐Lozada, Isabel Cristina Rivera-Lozada, César Bonilla",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8299902,1,2023
17,https://openalex.org/W4386817290,Increased Age-adjusted Cancer Mortality after the 3rd mRNA-Lipid Nanoparticle Vaccine Dose during the COVID-19 Pandemic in Japan,2023-09-18,https://doi.org/10.5281/zenodo.8352450,2,,"Miki Gibo, Seiji Kojima, Akinori Fujisawa, Takayuki Kikuchi, Masanori Fukushima",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8352450,1,2023
18,https://openalex.org/W4363681859,COVID-19 Pandemic Challenges for Families of Children and Youth Impacted by Fetal Alcohol Spectrum Disorder,2023-04-08,https://doi.org/10.5281/zenodo.7810962,1,,"Maude Champagne, Rachel A. Willis, James N. Reynolds",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7810962,1,2023
19,https://openalex.org/W4319054405,Clinical Stress Levels of Nursing Students Experienced During Clinical Practice in the COVID-19 Period: A Sectional Study,2023-01-31,https://doi.org/10.5281/zenodo.7600970,1,,"Sümeyra Mihrap İlter, Özlem Ovayolu",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7600970,1,2023
20,https://openalex.org/W4319331701,"Pandemia da Covid-19 e educação escolar: uma perspectiva de professores, famílias e crianças",2023-02-06,https://doi.org/10.5281/zenodo.7613115,1,,"Larissa Ribeiro Assis, Ana Flávia Soares Conceição",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7613115,1,2023
21,https://openalex.org/W4321855136,Policy Framework for Cyber Security Concernsand Performance of Small and Medium Enterprises for Global Economic Recovery amidst Covid-19,2023-02-24,https://doi.org/10.5281/zenodo.7672409,1,,"Evans Mwasiaji, John Kandiri, Prof. David Minja",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7672409,1,2023
22,https://openalex.org/W4322759246,"COVID-19 PANDEMIC, PROFITABILITY, AND ADAPTABILITY: EMPIRICAL EVIDENCE FROM THE SOUTH ASIAN ECONOMY",2023-03-01,https://doi.org/10.5281/zenodo.7689528,1,,"Md. Rezaul Karim, Samia Afrin Shetu",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7689528,1,2023
23,https://openalex.org/W4323111961,COVID-19 and women in the tourism & hospitality workforce: a thematic analysis,2023-03-04,https://doi.org/10.5281/zenodo.7698793,1,,"Nimi Markose, Bindu Vazhakkatte Thazhathethil, Leann Brown, Babu George",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7698793,1,2023
24,https://openalex.org/W4327633966,Online Education in Bangladesh during Covid-19: An Empirical Study,2023-03-17,https://doi.org/10.5281/zenodo.7744549,1,,Md. Tofael Ahmed,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7744549,1,2023
25,https://openalex.org/W4327812791,Senior High School Students' Assessment of Academic Support on Modular Distance Learning During COVID-19,2023-03-18,https://doi.org/10.5281/zenodo.7748588,1,,"Keziah C. Cañete, Joel D. Potane",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7748588,1,2023
26,https://openalex.org/W4364353229,Inflammatory cytokines in scrub typhus and COVID-19.,2023-04-12,https://doi.org/10.4103/ijph.ijph_873_22,1,,"S K Farhat, Pradeep Kumar Srivastava, P Baskar, Jayalakshmi Krishnan",submittedVersion: National Institutes of Health - https://pubmed.ncbi.nlm.nih.gov/37039230,1,2023
27,https://openalex.org/W4365990155,Tangent and Cotangent Similarity Measures of Pentapartitioned  Neutrosophic Pythagorean Set In Virtual Education During Covid Pandemic,2023-04-16,https://doi.org/10.5281/zenodo.7832731,1,,"R. Radha, R. Prema, A. Stanis Arul Mary, Said Broumi",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7832731,1,2023
28,https://openalex.org/W4376124447,Effects of music therapy on the autonomic nervous system in patients with COVID-19: a clinical crossover trial,2023-05-11,https://doi.org/10.5281/zenodo.7926122,1,,"Luis Gabriel Piñeros, Juan D. Botero Machado, Carlos Cárdenas Bustamante, Claudia Sofia Paredes, Daniel Botero Rosas, Eduardo Tuta-Quintero",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7926122,1,2023
29,https://openalex.org/W4376876752,The Impact Of The Covid-19 Pandemic On Adolescent Mental Health,2023-04-30,https://doi.org/10.5281/zenodo.7943633,1,,Shashi Kant Verma,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7943633,1,2023
30,https://openalex.org/W4378782852,Impact of the Early Stage of the COVID-19 Pandemic on Smoking Cessation in Beijing.,2023-05-20,https://doi.org/10.3967/bes2023.054,1,,"Yao Wang, Xing Ming Li",submittedVersion: National Institutes of Health - https://pubmed.ncbi.nlm.nih.gov/37253671,1,2023
31,https://openalex.org/W4381708432,Mental health and coping strategies used by nurses during the COVID-19 pandemic: Scoping review,2023-06-19,https://doi.org/10.5281/zenodo.8047187,1,,"Nicola De Maria, Delfina Teixeira, Pires Brigite, Mosca Sandrina, Teixeira Ana Luísa, Clemente Fernando, Sevivas Florbela",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8047187,1,2023
32,https://openalex.org/W4384455576,FEATURES OF THE COURSE OF ARTERIAL HYPERTENSION IN PATIENTS WITH COVID-19,2023-07-04,https://doi.org/10.5281/zenodo.8115091,1,,"Nurillaeva Nargiza Mukhtarkhanovna, Yarmukhamedova Dilfuza Zairovna",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8115091,1,2023
33,https://openalex.org/W4385155368,The Alpha Power Exponentiated Inverse Exponential Distribution and its Application on Italy's COVID-19 Mortality Rate Data,2023-07-23,https://doi.org/10.5281/zenodo.8175357,1,,"Moses Kargbo, Anthony Waititu, Anthony Wanjoya",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8175357,1,2023
34,https://openalex.org/W4385375397,An Inventory Control Model in the Framework of COVID-19  Disruptions Considering Overage Items with Neutrosophic  Fuzzy Uncertainty,2023-07-29,https://doi.org/10.5281/zenodo.8194739,1,,"Suchitra Pattnaik, Mitali Madhusmita Nayak, Pavan Kumar",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8194739,1,2023
35,https://openalex.org/W4385376698,"TÜRKİYE&#039;DEKİ BİR 3. BASAMAK HASTANEDE, DÖRT ENFEKSİYON DALGASI SIRASINDA COVID-19 OLAN 333 GEBE KADININ ÖZELLİKLERİ, KLİNİK BULGULARI VE SONUÇLARI",2023-04-10,https://doi.org/10.16899/jcm.1280728,1,,"Elif ÜNLÜGEDİK SAYIN, Mina Gülfem Kaya, Elif Cansu Gündoğdu, Ahmet Kale",submittedVersion: Istanbul University - https://dergipark.org.tr/tr/pub/jcm/issue/76790/1280728,1,2023
36,https://openalex.org/W4385964104,Perubahan Perilaku Wisatawan Domestik Pada Destinasi The Lodge Maribaya Sebelum Dan Sesudah Pandemi Covid-19,2023-08-04,https://doi.org/10.5281/zenodo.8214134,1,,"Muhammad Akmal Muarif, Isah Ratnasari",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8214134,1,2023
37,https://openalex.org/W4385967410,Cyber Crime during COVID-19,2023-07-31,https://doi.org/10.5281/zenodo.8262460,1,,Chandraprabha M. Patgar,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8262460,1,2023
38,https://openalex.org/W4386661375,A COVID-19 European data set to support training in pandemic management,2023-09-12,https://doi.org/10.5281/zenodo.8339303,1,,"Huan Chen, Jean Luc Gala, Maxime Bonjean, Jérôme Ambroise, Omnia Zayed, Paul Buitelaar, Máire A Connoly, J. S. Hayes, Étienne de Sevin, Alexis Sentís, O. De Aguiar Francisco",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8339303,1,2023
39,https://openalex.org/W4386818894,"The role of gut microbiome and its modification while regulating the defence mechanisms, particularly in severe COVID-19 cases",2023-09-17,https://doi.org/10.5281/zenodo.8354404,1,,"Mónika Fekete, Péter Balázs, Andrea Lehoczki, Judit Forrai, Norbert Dósa, Vince Fazekas‐Pongor, Ágnes Fehér, B Madarász, János Varga",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8354404,1,2023
40,https://openalex.org/W4386877143,"Social Practices of Covid-19 Resilient Village in Mitigating the Covid-19 Pandemic Disaster in Jember, Indonesia",2023-09-20,https://doi.org/10.5281/zenodo.8364347,1,,"Joko Mulyono, Elly Suhartini, Jati Arifiyanti, Lukman Wijaya Baratha, Pandu Satriya Hutama",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8364347,1,2023
41,https://openalex.org/W4387354810,Analisis Perbandingan Kinerja Keuangan Sebelum Dan Selama Pandemi Covid-19 Pada Perusahaan Makanan Dan Minuman Yang Terdaftar Di Bursa Efek Indonesia,2023-10-05,https://doi.org/10.5281/zenodo.8409227,1,,"E N A Pramesty, Rina Dwiarti",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8409227,1,2023
42,https://openalex.org/W4387391146,The Antecedent of Sustainable Consumption of E-Commerce Consumers during the Covid-19,2023-09-19,https://doi.org/10.5281/zenodo.8412635,1,,"Jihan Nur Haliza, Teguh Widodo, Syahputra",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8412635,1,2023
43,https://openalex.org/W4388480367,Conducting clinical genomics research during the COVID-19 pandemic: Lessons learned from the CSER consortium experience,2023-01-01,https://doi.org/10.17615/g1f9-ew40,1,,"Stephanie A. Kraft, Heidi V. Russell, Jeannette T. Bensen, Katherine E. Bonini, Jill O. Robinson, Nuriye Sahin‐Hodoglugil, Kathleen Renna, Lucia A. Hindorff, David Kaufman, Carol R. Horowitz, Margaret Waltz, Jamilyn M. Zepp, Sara J. Knight",submittedVersion: University of North Carolina at Chapel Hill - https://doi.org/10.17615/g1f9-ew40,1,2023
44,https://openalex.org/W4388696652,Causal role of the angular gyrus in insight-driven memory reconfiguration,2023-11-15,https://doi.org/10.7554/elife.91033,1,,"Anna-Maria Grob, Hendrik Heinbockel, Branka Milivojevic, Christian F. Doeller, Lars Schwabe","submittedVersion - https://doi.org/10.7554/elife.91033, submittedVersion: National Institutes of Health - https://pubmed.ncbi.nlm.nih.gov/38407185",2,2023
45,https://openalex.org/W4322209775,"International education and research during the pandemic: 31st European Dendroecological Fieldweek 2021 in Val Mustair, Switzerland",2023-05-15,https://doi.org/10.5194/egusphere-egu23-13858,0,,"Ryszard J. Kaczka, Kerstin Treydte, Elisabet Martínez‐Sancho, Isabel Dorado‐Liñán, Anne Verstege, Alma Piermattei, Alan Crivellaro",submittedVersion - https://doi.org/10.5194/egusphere-egu23-13858,1,2023
46,https://openalex.org/W4322212631,DRAGON J-ALPS: study of aerosol properties in Japanese Alps and valley region,2023-05-15,https://doi.org/10.5194/egusphere-egu23-16364,0,,"Itaru Sano, Sonoyo Mukai, Nakata Makiko, B. N. Holben, Teruya Maki",submittedVersion - https://doi.org/10.5194/egusphere-egu23-16364,1,2023
47,https://openalex.org/W4327846290,Emerging Trends and Challenges in Post COVID -19 World of Education System,2023-01-01,https://doi.org/10.5281/zenodo.7750170,0,,J.B. Patil,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7750170,1,2023
48,https://openalex.org/W4327891192,Process assessment of fencing coaches and referees within the scope of the covid-19 normalization steps,2023-03-20,https://doi.org/10.5281/zenodo.7741295,0,,Yusuf Barsbuğa,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7741295,1,2023
49,https://openalex.org/W4353008065,Implementation Household Solid Waste Management (HSWM) During  The COVID-19 Pandemic,2023-03-22,https://doi.org/10.5281/zenodo.7760477,0,,"Devi Angeliana Kusumaningtiar, Prita Dhyani Swamilaksita, Gisely Vionalita, Yulia Fariza, Nanda Aula Rumana",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7760477,1,2023
50,https://openalex.org/W4360987719,Evaluasi Manajemen Risiko Dalam Penerapan Kebijakan Restrukturisasi Saat Pandemi Covid-19 Pada Bank ABC,2023-03-27,https://doi.org/10.5281/zenodo.7774795,0,,Ludovicus Sensi Wondabio Divayanti Sabrina Rosadi,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7774795,1,2023
51,https://openalex.org/W4361194533,COVID-19 AND THE IMPACT ON QUALITY OF LIFE,2023-03-28,https://doi.org/10.5281/zenodo.7779423,0,,"Tatiana Aldas Palacios, Lisbeth Josefina Reales Chacon, Andrea Villarroel Quispe, Andrea Villarroel Quispe Elizabeth, Gabriela Estefanía Robalino Morales, Jorge Humberto Cárdenas Medina",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7779423,1,2023
52,https://openalex.org/W4362203832,O IMPACTO DO CONTEXTO RELACIONADO AO PERÍODO DE PANDEMIA DE COVID-19 NA SAÚDE MENTAL DE IDOSOS,2023-04-01,https://doi.org/10.5281/zenodo.7791945,0,,"Giovanna Rodrigues Teixeira, Mirelia Rodrigues de Araújo",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7791945,1,2023
53,https://openalex.org/W4362464994,Impactos da pandemia de Covid-19 na qualidade de vida e satisfação no trabalho dos profissionais de saúde no Brasil,2023-04-03,https://doi.org/10.5281/zenodo.7794841,0,,"Paulo de Tássio Costa de Abreu, Simone Santos Souza, Luiz Fernando Quintanilha de Mendonça",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7794841,1,2023
54,https://openalex.org/W4362516730,"Women, Victimization, and Covid-19 an Intensified Domestic Abuse amidst Covid-19",2023-04-04,https://doi.org/10.5281/zenodo.7797413,0,,Umang Gupta,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7797413,1,2023
55,https://openalex.org/W4362643060,PLANO NACIONAL DE IMUNIZAÇÃO (PNI) E OS PRINCÍPIOS DA CAMPANHA DE VACINAÇÃO CONTRA COVID-19 NO BRASIL,2023-04-05,https://doi.org/10.5281/zenodo.7803899,0,,"Aline Beatriz Kottwitz, Ramon de Souza Soares, Walisson Kottwitz, Tamara Silva Martins",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7803899,1,2023
56,https://openalex.org/W4365441571,COVID-19 NO MUNICÍPIO DE PENDÊNCIAS: OBSERVAÇÕES QUANTITATIVAS ACERCA DO NÚMERO DE CASOS EM PESSOAS IDOSAS,2023-04-12,https://doi.org/10.5281/zenodo.7823479,0,,"Felipe Magdiel Bandeira Montenegro, Victor Rafael do Nascimento Mendes",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7823479,1,2023
57,https://openalex.org/W4365441615,DESENVOLVIMENTO DE UM PROTÓTIPO PARA REABILITAÇÃO MOTORA DE INDIVÍDUOS QUE POSSUEM COMPROMETIMENTOS DECORRENTES DA COVID 19,2023-04-12,https://doi.org/10.5281/zenodo.7823651,0,,"Gisele D. C. Antolin, Q. Antolin Mauricio, Paula de Castro Brasil, Marcelo Musci Zaib Antônio, Glória Meyberg Nunes Costa, Cíntia Andriotto Lopes, Luana Soares De Azevedo, Jorge Gabriel Silveira da Silva",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7823651,1,2023
58,https://openalex.org/W4365461596,OS IMPACTOS DA PANDEMIA DE COVID-19 NA SAÚDE MENTAL DE IDOSOS,2023-04-14,https://doi.org/10.5281/zenodo.7829360,0,,"Anna Victoria Leal Pinheiro Mendes, Isadora Carvalho Marques, Prof. Laio Santana Passos, Andressa Vieira Magalhães Costa",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7829360,1,2023
59,https://openalex.org/W4365461627,OVERVIEW OF THE EDUCATIONAL CONTEXT IN BRAZIL AND THE DIGITAL TRANSFORMATION PROCESS: REALITY AND EXPECTATIONS POST COVID-19,2023-04-13,https://doi.org/10.5281/zenodo.7826587,0,,"Eliene Pereira da Silva Dias, Nélia de Souza Mayrink Resende, Edna Gomes Lopes da Cunha, Sandra Terezinha Resner Manhães",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7826587,1,2023
60,https://openalex.org/W4365461769,O IMPACTO DA COVID-19 NO PERFIL DAS INTERNAÇÕES PEDIÁTRICAS POR DOENÇAS RESPIRATÓRIAS EM HOSPITAL AMAZÔNICO: NO PERÍODO ENTRE 2019 E 2021,2023-04-14,https://doi.org/10.5281/zenodo.7829045,0,,"Marcelo Dias Paes Ferreira, Wanderson Thiago Santos Noleto, Maria Angélica Carneiro Cunha, Cláudia Dizioli Franco Bueno",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7829045,1,2023
61,https://openalex.org/W4365462004,FEATURES OF THE RECEPTION OF PATIENTS BY DENTISTS IN THE CONDITIONS OF A PANDEMIC OF A NEW CORONAVIRUS INFECTION (COVID-19).,2023-04-14,https://doi.org/10.5281/zenodo.7827456,0,,Khabilov Nigman Lukmonovich Sharipov Salim Salomovich,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7827456,1,2023
62,https://openalex.org/W4365606421,"EVALUATION OF THE RESULTS OF LABORATORY EXAMINATION OF WOMEN OF REPRODUCTIVE AGE, WITH ADENOMYOSIS AFTER HAVING EXPERIENCED COVID-19",2023-04-15,https://doi.org/10.5281/zenodo.7830722,0,,Bulgar Anastasia,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7830722,1,2023
63,https://openalex.org/W4386855961,&lt;b&gt;Association Between Health Insurance Type and Adverse Outcomes for Children and Young Adults With Type 1 Diabetes and Coronavirus Disease 2019&lt;/b&gt;,2023-09-19,https://doi.org/10.2337/figshare.24079248.v1,0,,"Brian Miyazaki, Osagie Ebekozien, Saketh Rompicherla, Amy Ohmer, Ines Guttman-Bauman, Andrea Mucci, Alissa Guarneri, Vandana Raman, Allison Smego, David C. Ziemer",submittedVersion - https://doi.org/10.2337/figshare.24079248.v1,1,2023
64,https://openalex.org/W4386856008,&lt;b&gt;Association Between Health Insurance Type and Adverse Outcomes for Children and Young Adults With Type 1 Diabetes and Coronavirus Disease 2019&lt;/b&gt;,2023-09-19,https://doi.org/10.2337/figshare.24079248,0,,"Brian Miyazaki, Osagie Ebekozien, Saketh Rompicherla, Amy Ohmer, Ines Guttman-Bauman, Andrea Mucci, Alissa Guarneri, Vandana Raman, Allison Smego, David C. Ziemer",submittedVersion - https://doi.org/10.2337/figshare.24079248,1,2023
65,https://openalex.org/W4387295217,Comparison of Stress-Coping Levels of Pregnant Women with and without High-Risk Pregnancy and Determination of the Affecting Factors During the Covid-19 Pandemic,2023-09-30,https://doi.org/10.5281/zenodo.8402945,0,,"Tolga Taha Sönmez, Aslı SİS ÇELİK>",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8402945,1,2023
66,https://openalex.org/W4399998971,COVİD-19 Pandemisinin Yarış Atı Yetiştiricileri Üzerine Etkisi,2023-10-02,,0,,"Muhammet Hanifi Selvi, Yavuzkan Paksoy",submittedVersion: Istanbul University - https://dergipark.org.tr/tr/pub/okufbed/issue/85309/1368715,1,2023
67,https://openalex.org/W4400021905,Partisanship and the Pandemic: How and Why Americans Followed Party Cues on COVID-19,2023-01-01,https://doi.org/10.17615/nqja-vd23,0,,"Isaac D. Mehlhaff, Ayelén Vanegas, Marc J. Hetherington, Matías C. Tarillo",submittedVersion: University of North Carolina at Chapel Hill - https://doi.org/10.17615/nqja-vd23,1,2023
68,https://openalex.org/W4400021916,Rebound of COVID-19 With Nirmatrelvir-Ritonavir Antiviral Therapy,2023-01-01,https://doi.org/10.17615/0d19-s037,0,,"Myron S. Cohen, Elizabeth R. Brown",submittedVersion: University of North Carolina at Chapel Hill - https://doi.org/10.17615/0d19-s037,1,2023
69,https://openalex.org/W4400022191,Financial Fraud of Older Adults During the Early Months of the COVID-19 Pandemic,2023-01-01,https://doi.org/10.17615/9n4w-k614,0,,"Teaster P.B., Robert Raja Singh A., Jyoti Savla, Daniel Mauricio Oquendo C., Zhenhong Du, E. Atkinson, Shealy E.C., Scott R. Beach, Neil Charness, Lichtenberg P.A.",submittedVersion: University of North Carolina at Chapel Hill - https://doi.org/10.17615/9n4w-k614,1,2023
70,https://openalex.org/W4400025923,Racial and ethnic differences and COVID-19 pandemic-related changes in drug overdose deaths in North Carolina,2023-01-01,https://doi.org/10.17615/z8b3-n366,0,,"Anna E. Austin, Kristin Y. Shiue, Katherine Gora Combs, Scott Proescholdbell, Mary E. Cox, Rebecca B. Naumann",submittedVersion: University of North Carolina at Chapel Hill - https://doi.org/10.17615/z8b3-n366,1,2023
71,https://openalex.org/W4400025955,The COVID-19 Pandemic and Virtual Interviews in the 2020-2021 Resident Match,2023-01-01,https://doi.org/10.17615/pn7e-3p33,0,,"Adel Elkbuli, Hartmut J. Ehrlich, Mark McKenney, Don K. Nakayama",submittedVersion: University of North Carolina at Chapel Hill - https://doi.org/10.17615/pn7e-3p33,1,2023
72,https://openalex.org/W4400119424,A Reflection of COVID-19 on Senior Nursing Students: Stress and Hopelessness,2023-12-26,,0,,"Seçil Gülhan Güner, Müge Tezel, Nesrın Nural",submittedVersion: Istanbul University - https://dergipark.org.tr/tr/pub/gumussagbil/issue/85474/1410326,1,2023
73,https://openalex.org/W4400141570,The Effect of the COVID-19 Pandemic on Expected Labor Supply,2023-09-01,https://doi.org/10.7302/23454,0,,"Péter Hudomiet, Michael D. Hurd, Susann Rohwedder",submittedVersion: University of Michigan–Ann Arbor - https://hdl.handle.net/2027.42/193972,1,2023
74,https://openalex.org/W4400141601,"Racial, Ethnic, and Gender Disparities in Labor Market Outcomes in the Aftermath of the COVID-19 Pandemic",2023-09-01,https://doi.org/10.7302/23458,0,,"Marco Angrisani, Jeremy Burke, Francisco Pérez‐Arce",submittedVersion: University of Michigan–Ann Arbor - https://hdl.handle.net/2027.42/193976,1,2023
75,https://openalex.org/W4400141602,Only Spot a Few Blacks the Higher I Go: Occupational Segregation and the COVID-19 Pandemic,2023-09-01,https://doi.org/10.7302/23462,0,,"Jhacova Williams, T. J. Franklin, André EX Brown",submittedVersion: University of Michigan–Ann Arbor - https://hdl.handle.net/2027.42/193980,1,2023
