,id,title,publication_date,doi,cited_by_count,language,authors,locations,journal,location_count,publication_year
15,https://openalex.org/W3182933402,Macroeconomic Policy in the Time of COVID-19: A Primer for Developing Countries,2020-03-26,,101,en,"Norman Loayza, Steven Pennings",submittedVersion: RELX Group (Netherlands) - https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3586636,SSRN Electronic Journal,1,2020
16,https://openalex.org/W3024470310,Report 21: Estimating COVID-19 cases and reproduction number in Brazil,2020-05-08,https://doi.org/10.25561/78872,96,en,"Thomas A. Mellan, Henrique Hoeltgebaum, Swapnil Mishra, Charles Whittaker, Ricardo Parolin Schnekenberg, Axel Gandy, H. Juliette T. Unwin, Michaela Vollmer, Helen Coupland, Iwona Hawryluk, Nuno R. Faria, Juan Fernando Vesga, Harrison Zhu, Michael Hutchinson, Oliver Ratmann, Mélodie Monod, Kylie E. C. Ainslie, Marc Baguelin, Sangeeta Bhatia, Adhiratha Boonyasiri, Nicholas F. Brazeau, Giovanni Charles, Laura Cooper, Zulma M. Cucunubá, Gina Cuomo-Dannenburg, Amy Dighe, A Djaafara, Jeffrey W. Eaton, Sabine van Elsland, Richard G. FitzJohn, Keith Fraser, Katy A. M. Gaythorpe, W Green, Sarah Hayes, Natsuko Imai, Benjamin Jeffrey, Edward Knock, Daniel J. Laydon, John A. Lees, Tara D. Mangal, Andria Mousa, G Nedjati Gilani, Pierre Nouvellet, Daniela Olivera Mesa, Kris V. Parag, Michael Pickles, Hayley Thompson, Robert Verity, Caroline E. Walters, Haowei Wang, Y Wang, Oliver J. Watson, Lilith K. Whittles, Xin Xi, Lucy Okell, Ilaria Dorigatti, Patrick Walker, Azra C. Ghani, Steven Riley, Neil M. Ferguson, Christl A. Donnelly, Seth Flaxman, Samir Bhatt",submittedVersion: Cold Spring Harbor Laboratory Press - https://spiral.imperial.ac.uk/bitstream/10044/1/78872/11/2020-05-08%20COVID19%20Report%2021.pdf,medRxiv,1,2020
17,https://openalex.org/W3162103682,"Beliefs about COVID-19 in Canada, the U.K., and the U.S.A.: A novel test of political polarization and motivated reasoning",2020-04-14,https://doi.org/10.31234/osf.io/zhjkp,95,en,"Gordon Pennycook, Jonathon McPhetres, Bence Bagó, David G. Rand","submittedVersion - https://doi.org/10.31234/osf.io/zhjkp, submittedVersion: Center for Open Science - https://psyarxiv.com/zhjkp/",,2,2020
18,https://openalex.org/W3088427622,Impact of COVID-19 on Environment and Society,2020-05-31,,89,en,"Verma AK, Sadguru Prakash",submittedVersion: RELX Group (Netherlands) - https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID3644567_code4266122.pdf?abstractid=3644567&mirid=1,SSRN Electronic Journal,1,2020
19,https://openalex.org/W3014551736,"Covid-19, cash, and the future of payments",2020-04-03,,82,en,"Raphaël Auer, Giulio Cornelli, Jon Frost",submittedVersion - https://ddd.bis.org/publ/bisbull03.htm,,1,2020
20,https://openalex.org/W3016142775,DeepCOVIDExplainer: Explainable COVID-19 Predictions Based on Chest X-ray Images,2020-04-09,,82,en,"Md. Rezaul Karim, Till Döhmen, Dietrich Rebholz‐Schuhmann, Stefan Decker, Michael Cochez, Oya Beyan",submittedVersion: Cornell University - https://arxiv.org/pdf/2004.04582,arXiv (Cornell University),1,2020
21,https://openalex.org/W3015583437,Google COVID-19 Community Mobility Reports: Anonymization Process Description (version 1.0),2020-04-08,,79,en,"Ahmet Aktay, Shailesh Bavadekar, Gwen Cossoul, John Davis, Damien Desfontaines, Alex Fabrikant, Evgeniy Gabrilovich, Krishna Gadepalli, Bryant Gipson, Miguel Guevara, Chaitanya Kamath, Mansi Kansal, Ali Lange, Chinmoy Mandayam, Andrew Oplinger, Christopher Pluntke, Thomas Rößler, Arran Schlosberg, Tomer Shekel, Swapnil Vispute, Mia Vu, Gregory A. Wellenius, Brian Williams, Royce J Wilson",submittedVersion - https://europepmc.org/article/PPR/PPR346291,,1,2020
22,https://openalex.org/W3020387338,Towards Efficient COVID-19 CT Annotation: A Benchmark for Lung and Infection Segmentation,2020-04-26,,79,en,"Jun Ma, Yixin Wang, Xingle An, Cheng Ge, Ziqi Yu, Jianan Chen, Qiongjie Zhu, Guoqiang Dong, Jian He, Zhiqiang He, Ziwei Nie, Xiaoping Yang",submittedVersion: Cornell University - https://arxiv.org/pdf/2004.12537,arXiv (Cornell University),1,2020
23,https://openalex.org/W3022712627,Compliance with COVID-19 Mitigation Measures in the United States,2020-04-22,https://doi.org/10.31234/osf.io/qymu3,79,en,"Benjamin van Rooij, Anne Leonore de Bruijn, Chris Reinders Folmer, Emmeke Barbara Kooistra, Malouke Esra Kuiper, Megan Brownlee, Elke Olthuis, Adam Fine","submittedVersion - https://doi.org/10.31234/osf.io/qymu3, submittedVersion: Center for Open Science - https://psyarxiv.com/qymu3/",,2,2020
24,https://openalex.org/W3125400944,Optimal Covid-19 Quarantine and Testing Policies,2020-04-01,,78,en,"Facundo Piguillem, Liyan Shi",submittedVersion: RELX Group (Netherlands) - https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3594243,SSRN Electronic Journal,1,2020
25,https://openalex.org/W3030465536,"Urban nature in a time of crisis: recreational use of green space increases during the COVID-19 outbreak in Oslo, Norway",2020-05-11,https://doi.org/10.31235/osf.io/kbdum,77,en,"Zander S. Venter, David N. Barton, Vegard Gundersen, Helene Figari, Megan Nowell","submittedVersion - https://doi.org/10.31235/osf.io/kbdum, submittedVersion: Federal Reserve Bank of St. Louis - https://osf.io/download/5eb702d3a21995014c5d4a12/",,2,2020
26,https://openalex.org/W3035004057,"COVID-19 related knowledge, attitudes, practices and needs of households in informal settlements in Nairobi, Kenya",2020-04-20,https://doi.org/10.2471/blt.20.260281,76,en,"Karen Austrian, Jessie Pinchoff, James B. Tidwell, Corinne White, Timothy Abuya, Beth Kangwana, Rhoune Ochako, John Wanyungu, Eva Muluve, Faith Mbushi, Daniel Mwanga, Mercy Nzioki, Thoại D. Ngô",submittedVersion - https://doi.org/10.2471/blt.20.260281,,1,2020
27,https://openalex.org/W3043805371,La pandemia del COVID-19 y su efecto en las tendencias de los mercados laborales,2020-07-03,,76,es,Jürgen Weller,submittedVersion: None - http://repositorio.dpe.gob.ec/bitstream/39000/2662/1/PE-144-DPE-2020.pdf,Documentos de Proyectos,1,2020
28,https://openalex.org/W3095350821,"“I’m not Working from Home, I’m Living at Work”: Perceived Stress and Work-Related Burnout before and during COVID-19",2020-07-08,https://doi.org/10.31234/osf.io/vnkwa,72,en,"Sherrill W. Hayes, Jennifer Priestley, Namazbia Ishmakhametov, Herman E. Ray","submittedVersion - https://doi.org/10.31234/osf.io/vnkwa, submittedVersion: Center for Open Science - https://psyarxiv.com/vnkwa/",,2,2020
29,https://openalex.org/W3140034991,"Governmental Public Health Powers During the COVID-19 Pandemic: Stay-at-home Orders, Business Closures, and Travel Restrictions",2020-04-02,,71,en,"Lawrence O. Gostin, Lindsay F. Wiley",submittedVersion: RELX Group (Netherlands) - https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=3578817,SSRN Electronic Journal,1,2020
30,https://openalex.org/W3205507095,Baby bust in the wake of the COVID-19 pandemic? First results from the new STFF data series,2021-03-24,https://doi.org/10.31235/osf.io/mvy62,68,en,"Tomáš Sobotka, Aiva Jasilioniene, Ainhoa Alústiza Galarza, Kryštof Zeman, László Németh, Dmitri A. Jdanov",submittedVersion - https://doi.org/10.31235/osf.io/mvy62,,1,2021
31,https://openalex.org/W3022398401,Economic Impacts of Coronavirus Disease (COVID-19) in Developing Countries,2020-04-04,https://doi.org/10.31235/osf.io/wygpk,67,en,"Tahmina Tasnim Rodela, Samia Tasnim, Hoimonty Mazumder, Farah Faizah, Abida Sultana, Md Mahbub Hossain","submittedVersion - https://doi.org/10.31235/osf.io/wygpk, submittedVersion: Federal Reserve Bank of St. Louis - https://osf.io/download/5e88b138d697350021be3353/",,2,2020
32,https://openalex.org/W3126022775,The Impact of Covid-19 on Gender Equality,2020-04-01,,67,en,"Titan Alon, Matthias Doepke, Jane Olmstead-Rumsey, Michèle Tertilt",submittedVersion: RELX Group (Netherlands) - https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3569411,SSRN Electronic Journal,1,2020
33,https://openalex.org/W3019905512,"#COVID-19 on Twitter: Bots, Conspiracies, and Social Media Activism",2020-04-20,,66,en,Emilio Ferrara,submittedVersion - https://europepmc.org/article/PPR/PPR346437,,1,2020
34,https://openalex.org/W3121295951,COVID-Induced Economic Uncertainty,2020-01-01,,65,en,"Scott Baker, Nicholas Bloom, Steven J. Davis, Stephen Terry",submittedVersion: National Bureau of Economic Research - https://ideas.repec.org/p/nbr/nberwo/26983.html,National Bureau of Economic Research,1,2020
35,https://openalex.org/W3015543750,COVID-MobileXpert: On-Device COVID-19 Screening using Snapshots of Chest X-Ray,2020-04-13,,64,en,"Xin Li, Chengyin Li, Dongxiao Zhu",submittedVersion: Cornell University - https://arxiv.org/pdf/2004.03042,arXiv (Cornell University),1,2020
36,https://openalex.org/W3015854006,The Uncertainty Channel of the Coronavirus,2020-03-30,,64,en,"Sylvain Leduc, Zheng Liu",submittedVersion: Federal Reserve Bank of San Francisco - https://www.frbsf.org/economic-research/files/el2020-07.pdf,FRB SF weekly letter,1,2020
37,https://openalex.org/W3210492185,Impact of COVID-19 related shutdown on atmospheric carbon dioxide level in the city of Kolkata,2020-04-15,https://doi.org/10.5281/zenodo.3779156,64,en,"Abhijit Mitra, Tanmay Ray Chaudhuri, A. K. Mitra, Prosenjit Pramanick, Sufia Zaman",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/3779156,Zenodo (CERN European Organization for Nuclear Research),1,2020
38,https://openalex.org/W4223481748,COVAX delivers its 1 billionth COVID-19 vaccine doseCOVID-19 pandemic triggers 25% increase in prevalence of anxiety and depression worldwide.,2022-04-01,,63,en,,submittedVersion: National Institutes of Health - https://pubmed.ncbi.nlm.nih.gov/35414629,PubMed,1,2022
39,https://openalex.org/W3034928455,Impact of rumors or misinformation on coronavirus disease (COVID-19) in social media,2020-03-29,https://doi.org/10.31235/osf.io/uf3zn,63,en,"Samia Tasnim, Md Mahbub Hossain, Hoimonty Mazumder",submittedVersion - https://doi.org/10.31235/osf.io/uf3zn,,1,2020
40,https://openalex.org/W3038198342,Pandemic Governance Requires Understanding Socioeconomic Variation in Government and Citizen Responses to COVID-19,2020-06-01,,63,en,"Thomas Hale, Anna Petherick",submittedVersion: RELX Group (Netherlands) - https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID3641927_code1997698.pdf?abstractid=3641927&mirid=1,SSRN Electronic Journal,1,2020
41,https://openalex.org/W3111039021,A new policy toolkit is needed as countries exit COVID-19 lockdowns,2020-01-01,,63,en,"Olivier Blanchard, Thomas Philippon, Jean Pisani‐Ferry",submittedVersion: None - https://www.econstor.eu/bitstream/10419/237647/1/1726773043.pdf,Policy briefs,1,2020
42,https://openalex.org/W3134629063,The emergence and ongoing convergent evolution of the N501Y lineages coincides with a major global shift in the SARS-CoV-2 selective landscape,2021-07-25,https://doi.org/10.34944/dspace/7022,60,en,"Darren Smith, Steven Weaver, Houryiah Tegally, Emmanuel James San, Stephen D. Shank, Eduan Wilkinson, Alexander G. Lucaci, Jennifer Giandhari, Sureshnee Naidoo, Yeshnee Pillay, Lavanya Singh, Richard Lessells, Ravindra K. Gupta, Joel O. Wertheim, Anton Nekturenko, Ben Murrell, Judith H. Willis, Philippe Lemey, Oscar A. MacLean, David L. Robertson, Túlio de Oliveira, Sergei L. Kosakovsky Pond",submittedVersion: Cold Spring Harbor Laboratory Press - https://doi.org/10.34944/dspace/7022,medRxiv,1,2021
43,https://openalex.org/W3016595824,An automatic COVID-19 CT segmentation based on U-Net with attention mechanism,2020-04-14,,58,en,"Tongxue Zhou, Stéphane Canu, Su Ruan",submittedVersion: Cornell University - https://arxiv.org/pdf/2004.06673,arXiv (Cornell University),1,2020
44,https://openalex.org/W3214826829,CORONAVÍRUS E EDUCAÇÃO: ANÁLISE DOS IMPACTOS ASSIMÉTRICOS,2020-05-14,https://doi.org/10.5281/zenodo.3828085,57,pt,Elói Martins Senhoras,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/3828085,Zenodo (CERN European Organization for Nuclear Research),1,2020
45,https://openalex.org/W3014911264,Macroeconomic Policy in the Time of COVID-19 : A Primer for Developing Countries,2020-03-26,,56,en,"Norman Loayza, Steven Pennings",submittedVersion - http://documents.vsemirnyjbank.org/curated/ru/951811585836124198/Macroeconomic-Policy-in-the-Time-of-COVID-19-A-Primer-for-Developing-Countries,,1,2020
46,https://openalex.org/W3108250328,"Organizational Climate, Opportunities, Challenges and Psychological Wellbeing of the Remote Working Employees during COVID-19 Pandemic: A General Linear Model Approach with Reference to Information Technology Industry in Hyderabad",2020-05-13,,56,en,"KDV Prasad, Mruthyanjaya Rao Mangipudi, Rajesh Vaidya, Budumuru Muralidhar",submittedVersion: RELX Group (Netherlands) - https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID3599799_code4086546.pdf?abstractid=3599799&mirid=1,SSRN Electronic Journal,1,2020
47,https://openalex.org/W3015551113,"Coronavirus COVID-19: Available Free Literature Provided by Various Companies, Journals and Organizations around the World",2020-03-21,https://doi.org/10.5281/zenodo.3722904,55,en,Said Nadeem,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/3722904,Zenodo (CERN European Organization for Nuclear Research),1,2020
48,https://openalex.org/W3214398005,"History, Lessons, and Ways Forward from the COVID-19 Pandemic",2021-01-01,,53,en,Weng Marc Lim,submittedVersion - https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=3918803,,1,2021
49,https://openalex.org/W3013778021,Data analysis and modeling of the evolution of COVID-19 in Brazil,2020-03-26,,53,en,Nuno Crokidakis,submittedVersion: Cornell University - https://arxiv.org/pdf/2003.12150,arXiv (Cornell University),1,2020
50,https://openalex.org/W3042213199,An assessment of the impact of a nation-wide lockdown on air pollution – a remote sensing perspective over India,2020-07-13,https://doi.org/10.5194/acp-2020-621,53,en,"Mahesh Pathakoti, Aarathi Muppalla, Sayan Hazra, Mahalakshmi Dangeti, Raja Shekhar, Srinivasulu Jella, Sesha Sai Venkata Rama Mullapudi, Prasad Andugulapati, V. Uma",submittedVersion - https://doi.org/10.5194/acp-2020-621,,1,2020
51,https://openalex.org/W3125492565,Artificial Intelligence Against Covid-19: An Early Review,2020-04-06,,52,en,Wim Naudé,submittedVersion: RELX Group (Netherlands) - https://papers.ssrn.com/sol3/Delivery.cfm/dp13110.pdf?abstractid=3568314&mirid=1,SSRN Electronic Journal,1,2020
52,https://openalex.org/W3008723978,Thalidomide Combined with Low-dose Glucocorticoid in the Treatment of COVID-19 Pneumonia,2020-02-26,,51,en,"Chengshui Chen, Qi Feng, Keqing Shi, Yuping Li, Ji Li, Yongping Chen, Jingye Pan, Tieli Zhou, Xiangyang Lin, Jin‐San Zhang, Yongde Luo, Xiaokun Li, Jinglin Xia",submittedVersion - https://www.preprints.org/manuscript/202002.0395/v1,,1,2020
53,https://openalex.org/W3015383093,News Sentiment in the Time of COVID-19,2020-04-06,,51,en,"Shelby R. Buckman, Adam Hale Shapiro, Moritz Sudhof, Daniel J. Wilson",submittedVersion: Federal Reserve Bank of San Francisco - https://www.frbsf.org/economic-research/files/el2020-08.pdf,FRB SF weekly letter,1,2020
54,https://openalex.org/W3017058488,Formulations for COVID-19 Early Stage Treatment via Silver Nanoparticles Inhalation Delivery at Home and Hospital,2020-03-28,https://doi.org/10.14293/s2199-1006.1.sor-.pphbjeo.v1,51,en,Oron Zachar,submittedVersion - https://doi.org/10.14293/s2199-1006.1.sor-.pphbjeo.v1,,1,2020
55,https://openalex.org/W3023281526,"Exploratory Analysis of Covid-19 Tweets using Topic Modeling, UMAP, and DiGraphs",2020-05-06,https://doi.org/10.13016/m24rdv-a0gg,51,en,"Catherine Ordun, Sanjay Purushotham, Edward Raff",submittedVersion: CSIRO Publishing - http://export.arxiv.org/pdf/2005.03082,Reproduction Fertility and Development,1,2020
56,https://openalex.org/W3038244719,The intelligent lockdown: Compliance with COVID-19 mitigation measures in the Netherlands,2020-05-13,https://doi.org/10.31234/osf.io/5wdb3,51,en,"Malouke Esra Kuiper, Anne Leonore de Bruijn, Chris Reinders Folmer, Elke Olthuis, Megan Brownlee, Emmeke Barbara Kooistra, Adam Fine, Benjamin van Rooij","submittedVersion - https://doi.org/10.31234/osf.io/5wdb3, submittedVersion: Center for Open Science - https://psyarxiv.com/5wdb3/",,2,2020
57,https://openalex.org/W3008119221,A Time-dependent SIR model for COVID-19,2020-02-28,,50,en,"Yi‐Cheng Chen, Ping-En Lu, Cheng‐Shang Chang",submittedVersion: Cornell University - https://arxiv.org/pdf/2003.00122,arXiv (Cornell University),1,2020
58,https://openalex.org/W3021531764,False positives in reverse transcription PCR testing for SARS-CoV-2,2020-05-20,,50,en,"A. N. Cohen, Bruce Kessel",submittedVersion: Cold Spring Harbor Laboratory Press - https://doi.org/10.1101/2020.04.26.20080911,medRxiv,1,2020
59,https://openalex.org/W3016171549,COVID-Xpert: An AI Powered Population Screening of COVID-19 Cases Using Chest Radiography Images,2020-04-06,,48,en,"Xin Li, Dongxiao Zhu",submittedVersion: Cornell University - https://arxiv.org/pdf/2004.03042,arXiv (Cornell University),1,2020
60,https://openalex.org/W3134319353,"Pets, touch, and COVID-19: health benefits from non-human touch through times of stress",2020-01-01,,47,en,"Janette Young, Rhianna Pritchard, Carmel Nottle, Helen Banwell",submittedVersion: None - https://econpapers.repec.org/article/behjbepv1/v_3a4_3ay_3a2020_3ai_3as2_3ap_3a25-33.htm,Journal of Behavioral Economics for Policy,1,2020
61,https://openalex.org/W3019805548,Impacts of State-Level Policies on Social Distancing in the United States Using Aggregated Mobility Data during the COVID-19 Pandemic,2020-04-21,,46,en,"Gregory A. Wellenius, Swapnil Vispute, Valeria Espinosa, Alex Fabrikant, Thomas C. Tsai, Jonathan Hennessy, Brian Williams, Krishna Gadepalli, Adam Boulanger, Adam Pearce, Chaitanya Kamath, Arran Schlosberg, Catherine Bendebury, Charlotte Stanton, Shailesh Bavadekar, Christopher Pluntke, Damien Desfontaines, Benjamin H. Jacobson, Zan Armstrong, Bryant Gipson, Royce Wilson, Andrew Widdowson, Katherine Chou, Andrew Oplinger, Tomer Shekel, Ashish K. Jha, Evgeniy Gabrilovich",submittedVersion - https://europepmc.org/article/PPR/PPR346448,,1,2020
62,https://openalex.org/W3013486657,Coronavirus on Social Media: Analyzing Misinformation in Twitter Conversations.,2020-03-26,,45,en,"Karishma Sharma, Sungyong Seo, Chuizheng Meng, Sirisha Rambhatla, Aastha Dua, Yan Liu",submittedVersion: Cornell University - https://arxiv.org/pdf/2003.12309,arXiv (Cornell University),1,2020
63,https://openalex.org/W3198295418,Born Out of Necessity: A Debt Standstill for COVID-19,2020-04-27,,45,en,"Patrick Bolton, Lee C. Buchheit, Pierre‐Olivier Gourinchas, Mitu Gulati, Chang‐Tai Hsieh, Ugo Panizza, Beatrice Weder di Mauro",submittedVersion: RELX Group (Netherlands) - https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=3586785,SSRN Electronic Journal,1,2020
64,https://openalex.org/W3151040034,Technology Adoption: A Solution for SMEs to Overcome Problems during COVID-19,2020-12-09,,44,en,"Anuj Kumar, Nishu Ayedee",submittedVersion: RELX Group (Netherlands) - https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID3745814_code4052220.pdf?abstractid=3745814&mirid=1,SSRN Electronic Journal,1,2020
65,https://openalex.org/W4213392519,Assessment of Risk Conferred by Coding and Regulatory Variations from TMPRSS2 and CD26 in Susceptibility of SARS-CoV-2 Infection in Human,2020-05-07,https://doi.org/10.31219/osf.io/hbu5j,44,en,"Sabyasachi Senapati, Shashank Kumar, Atul Kumar Singh, Pratibha Banerjee, Sandilya Bhagavatula","submittedVersion - https://doi.org/10.31219/osf.io/hbu5j, submittedVersion: Center for Open Science - https://osf.io/hbu5j, submittedVersion: Center for Open Science - https://osf.io/hbu5j/",,3,2020
66,https://openalex.org/W3038596482,The Wall Street Consensus,2020-07-02,https://doi.org/10.31235/osf.io/wab8m,43,en,Daniela Gabor,"submittedVersion - https://doi.org/10.31235/osf.io/wab8m, submittedVersion: Center for Open Science - https://osf.io/wab8m/",,2,2020
67,https://openalex.org/W3011720871,A Novel Approach of CT Images Feature Analysis and Prediction to Screen for Corona Virus Disease (COVID-19),2020-03-18,https://doi.org/10.20944/preprints202003.0284.v1,41,en,"Ahmed A. Farid, Gamal M. Selim, Hatem A. Khater",submittedVersion - https://doi.org/10.20944/preprints202003.0284.v1,,1,2020
68,https://openalex.org/W3015520325,"Retweeting for COVID-19: Consensus building, information sharing, dissent, and lockdown life",2020-04-06,,41,en,"Mike Thelwall, Saheeda Thelwall",submittedVersion: Cornell University - https://arxiv.org/pdf/2004.02793,arXiv (Cornell University),1,2020
69,https://openalex.org/W3023113214,IMPACTOS DA COVID-19 SOBRE A ECONOMIA MUNDIAL,2020-05-04,https://doi.org/10.5281/zenodo.3786698,41,pt,Ricardo Borges Gama Neto,"submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/3786698, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/3785186",Zenodo (CERN European Organization for Nuclear Research),2,2020
70,https://openalex.org/W3032953994,Consumption in the Time of Covid-19: Evidence from UK Transaction Data,2020-05-01,,41,en,"Sinem Hacıoğlu Hoke, Diego R. Känzig, Paolo Surico",submittedVersion: RELX Group (Netherlands) - https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=3603964,SSRN Electronic Journal,1,2020
71,https://openalex.org/W3118617217,Challenges and Opportunities created by Covid-19 for ODL: A case study of IGNOU,2020-07-04,https://doi.org/10.31235/osf.io/jy2td,41,en,Pravat Kumar Jena,submittedVersion - https://doi.org/10.31235/osf.io/jy2td,,1,2020
